KO,Definition,Gene IDs,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39
K07357,type 1 fimbriae regulatory protein FimB,gnl|Prokka|APDOGEMG_01370;gnl|Prokka|APDOGEMG_02904;gnl|Prokka|BNGDJCLN_01548;gnl|Prokka|BNGDJCLN_01609;gnl|Prokka|IAHBEFHN_02029;gnl|Prokka|JCIDEFIG_03717;gnl|Prokka|JCIDEFIG_03917;gnl|Prokka|JDDPIIHO_00152;gnl|Prokka|JDDPIIHO_01595;gnl|Prokka|KAGGKOGE_00763;gnl|Prokka|KIDIHNBK_01466;gnl|Prokka|LKCJGGKA_00455;gnl|Prokka|MKNIKEAA_01119;gnl|Prokka|MKNIKEAA_03030;gnl|Prokka|MKNIKEAA_04348;gnl|Prokka|NGKABENH_00578;gnl|Prokka|NGKABENH_01901;gnl|Prokka|NKEMDPIE_02004;gnl|Prokka|NKEMDPIE_02376;gnl|Prokka|NKEMDPIE_03248;gnl|Prokka|PJBPACPC_00333;gnl|Prokka|PJBPACPC_03837;gnl|Prokka|PLJPCPFJ_00571;gnl|Prokka|PLJPCPFJ_03447,2,0,2,2,0,2,0,3,2,1,1,0,1,0,3,0,1,2,2
K02612,ring-1;2-phenylacetyl-CoA epoxidase subunit PaaD,gnl|Prokka|APDOGEMG_02732;gnl|Prokka|BNGDJCLN_01779;gnl|Prokka|COAKLHLB_02304;gnl|Prokka|HIPMDEKK_03201;gnl|Prokka|ICHPHMKM_03531;gnl|Prokka|JCIDEFIG_03711;gnl|Prokka|LGNBBEFE_03854,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
K18531,putative frv operon regulatory protein,gnl|Prokka|AKEAHCKB_01241;gnl|Prokka|APDOGEMG_00362;gnl|Prokka|BNGDJCLN_02538;gnl|Prokka|HCDLLMMA_00859;gnl|Prokka|HIPMDEKK_00584;gnl|Prokka|ICHPHMKM_03294;gnl|Prokka|LGNBBEFE_01860;gnl|Prokka|PLJPCPFJ_00329,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
K07320,ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298],gnl|Prokka|AKEAHCKB_02684;gnl|Prokka|APDOGEMG_04425;gnl|Prokka|BNGDJCLN_03471;gnl|Prokka|COAKLHLB_00711;gnl|Prokka|HCDLLMMA_00408;gnl|Prokka|HIPMDEKK_03574;gnl|Prokka|IAHBEFHN_01389;gnl|Prokka|ICHPHMKM_00939;gnl|Prokka|JCIDEFIG_00213;gnl|Prokka|JDDPIIHO_04061;gnl|Prokka|KAGGKOGE_01414;gnl|Prokka|KIDIHNBK_04476;gnl|Prokka|LGNBBEFE_02817;gnl|Prokka|LKCJGGKA_03017;gnl|Prokka|MKNIKEAA_01098;gnl|Prokka|NGKABENH_00970;gnl|Prokka|NKEMDPIE_00613;gnl|Prokka|PJBPACPC_02060;gnl|Prokka|PLJPCPFJ_04373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03072,preprotein translocase subunit SecD,gnl|Prokka|AKEAHCKB_01379;gnl|Prokka|APDOGEMG_01951;gnl|Prokka|BNGDJCLN_03013;gnl|Prokka|COAKLHLB_03768;gnl|Prokka|HCDLLMMA_02003;gnl|Prokka|HIPMDEKK_03449;gnl|Prokka|IAHBEFHN_01490;gnl|Prokka|ICHPHMKM_02691;gnl|Prokka|JCIDEFIG_00484;gnl|Prokka|JDDPIIHO_00500;gnl|Prokka|KAGGKOGE_03003;gnl|Prokka|KIDIHNBK_01384;gnl|Prokka|LGNBBEFE_02946;gnl|Prokka|LKCJGGKA_01459;gnl|Prokka|MKNIKEAA_04270;gnl|Prokka|NGKABENH_00801;gnl|Prokka|NKEMDPIE_01591;gnl|Prokka|PJBPACPC_00251;gnl|Prokka|PLJPCPFJ_03345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K12525,bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3],gnl|Prokka|AKEAHCKB_01197;gnl|Prokka|APDOGEMG_03830;gnl|Prokka|BNGDJCLN_04421;gnl|Prokka|COAKLHLB_01170;gnl|Prokka|HCDLLMMA_00766;gnl|Prokka|HIPMDEKK_03624;gnl|Prokka|IAHBEFHN_00558;gnl|Prokka|JCIDEFIG_00084;gnl|Prokka|JDDPIIHO_03018;gnl|Prokka|KAGGKOGE_02159;gnl|Prokka|KIDIHNBK_02748;gnl|Prokka|LGNBBEFE_03434;gnl|Prokka|LKCJGGKA_03132;gnl|Prokka|MKNIKEAA_00471;gnl|Prokka|NGKABENH_04550;gnl|Prokka|NKEMDPIE_03159;gnl|Prokka|PJBPACPC_03691;gnl|Prokka|PLJPCPFJ_03204,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
K04045,molecular chaperone HscC,gnl|Prokka|AKEAHCKB_02026;gnl|Prokka|APDOGEMG_02848;gnl|Prokka|BNGDJCLN_02806;gnl|Prokka|BNGDJCLN_04086;gnl|Prokka|HCDLLMMA_01354;gnl|Prokka|HIPMDEKK_00710;gnl|Prokka|KIDIHNBK_02975;gnl|Prokka|LGNBBEFE_03630;gnl|Prokka|LKCJGGKA_03750;gnl|Prokka|NKEMDPIE_00396;gnl|Prokka|PJBPACPC_00647;gnl|Prokka|PLJPCPFJ_00465,2,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0
K01487,guanine deaminase [EC:3.5.4.3],gnl|Prokka|AKEAHCKB_02956;gnl|Prokka|APDOGEMG_01649;gnl|Prokka|BNGDJCLN_00749;gnl|Prokka|COAKLHLB_02370;gnl|Prokka|HCDLLMMA_01847;gnl|Prokka|HIPMDEKK_00706;gnl|Prokka|IAHBEFHN_00203;gnl|Prokka|ICHPHMKM_00106;gnl|Prokka|JDDPIIHO_01311;gnl|Prokka|KAGGKOGE_00337;gnl|Prokka|KIDIHNBK_01587;gnl|Prokka|LGNBBEFE_03922;gnl|Prokka|LKCJGGKA_04235;gnl|Prokka|MKNIKEAA_03960;gnl|Prokka|NGKABENH_04273;gnl|Prokka|NKEMDPIE_01811;gnl|Prokka|PJBPACPC_02692;gnl|Prokka|PLJPCPFJ_04138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
K07447,putative pre-16S rRNA nuclease [EC:3.1.-.-],gnl|Prokka|AKEAHCKB_02895;gnl|Prokka|APDOGEMG_00775;gnl|Prokka|BNGDJCLN_00818;gnl|Prokka|COAKLHLB_00515;gnl|Prokka|HCDLLMMA_03665;gnl|Prokka|HIPMDEKK_02338;gnl|Prokka|IAHBEFHN_01267;gnl|Prokka|ICHPHMKM_00567;gnl|Prokka|JDDPIIHO_01273;gnl|Prokka|KAGGKOGE_00397;gnl|Prokka|KIDIHNBK_01520;gnl|Prokka|LGNBBEFE_03986;gnl|Prokka|LKCJGGKA_03701;gnl|Prokka|MKNIKEAA_03895;gnl|Prokka|NGKABENH_04208;gnl|Prokka|NKEMDPIE_01746;gnl|Prokka|PJBPACPC_02626;gnl|Prokka|PLJPCPFJ_04209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
K00800,3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19],gnl|Prokka|AKEAHCKB_03961;gnl|Prokka|APDOGEMG_00532;gnl|Prokka|BNGDJCLN_02377;gnl|Prokka|COAKLHLB_01649;gnl|Prokka|HCDLLMMA_01674;gnl|Prokka|HIPMDEKK_00616;gnl|Prokka|IAHBEFHN_04098;gnl|Prokka|ICHPHMKM_02737;gnl|Prokka|JCIDEFIG_03109;gnl|Prokka|JDDPIIHO_01406;gnl|Prokka|KAGGKOGE_00922;gnl|Prokka|KIDIHNBK_01999;gnl|Prokka|LGNBBEFE_04084;gnl|Prokka|LKCJGGKA_00275;gnl|Prokka|MKNIKEAA_03305;gnl|Prokka|NGKABENH_01456;gnl|Prokka|NKEMDPIE_03679;gnl|Prokka|PJBPACPC_00943;gnl|Prokka|PLJPCPFJ_01825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K06188,aquaporin Z,gnl|Prokka|AKEAHCKB_03287;gnl|Prokka|APDOGEMG_00609;gnl|Prokka|BNGDJCLN_02344;gnl|Prokka|COAKLHLB_04275;gnl|Prokka|HCDLLMMA_01641;gnl|Prokka|HIPMDEKK_01564;gnl|Prokka|IAHBEFHN_00139;gnl|Prokka|ICHPHMKM_03284;gnl|Prokka|JCIDEFIG_02731;gnl|Prokka|JDDPIIHO_00893;gnl|Prokka|KAGGKOGE_00993;gnl|Prokka|KIDIHNBK_03200;gnl|Prokka|LGNBBEFE_04117;gnl|Prokka|LKCJGGKA_00306;gnl|Prokka|MKNIKEAA_03335;gnl|Prokka|NGKABENH_01551;gnl|Prokka|NKEMDPIE_03709;gnl|Prokka|PJBPACPC_00913;gnl|Prokka|PLJPCPFJ_03026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03073,preprotein translocase subunit SecE,gnl|Prokka|AKEAHCKB_02737;gnl|Prokka|APDOGEMG_01214;gnl|Prokka|BNGDJCLN_00087;gnl|Prokka|COAKLHLB_00963;gnl|Prokka|HCDLLMMA_03458;gnl|Prokka|HIPMDEKK_03533;gnl|Prokka|JCIDEFIG_03324;gnl|Prokka|JDDPIIHO_00112;gnl|Prokka|KAGGKOGE_01862;gnl|Prokka|KIDIHNBK_02856;gnl|Prokka|LGNBBEFE_01267;gnl|Prokka|LKCJGGKA_02908;gnl|Prokka|MKNIKEAA_00208;gnl|Prokka|NGKABENH_00145;gnl|Prokka|NKEMDPIE_00756;gnl|Prokka|PJBPACPC_03520;gnl|Prokka|PLJPCPFJ_02750,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
K08996,putative membrane protein,gnl|Prokka|AKEAHCKB_00241;gnl|Prokka|APDOGEMG_00063;gnl|Prokka|APDOGEMG_03332;gnl|Prokka|BNGDJCLN_03125;gnl|Prokka|HCDLLMMA_01160;gnl|Prokka|HIPMDEKK_01151;gnl|Prokka|ICHPHMKM_01907;gnl|Prokka|JCIDEFIG_00898;gnl|Prokka|JDDPIIHO_00144;gnl|Prokka|KAGGKOGE_02872;gnl|Prokka|KIDIHNBK_01496;gnl|Prokka|LKCJGGKA_00378;gnl|Prokka|MKNIKEAA_04378;gnl|Prokka|NGKABENH_00548;gnl|Prokka|NKEMDPIE_02406;gnl|Prokka|PJBPACPC_00363;gnl|Prokka|PLJPCPFJ_03477,1,1,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
K06193,protein PhnA,gnl|Prokka|AKEAHCKB_02262;gnl|Prokka|APDOGEMG_03912;gnl|Prokka|BNGDJCLN_01242;gnl|Prokka|COAKLHLB_04142;gnl|Prokka|HCDLLMMA_04066;gnl|Prokka|HIPMDEKK_02073;gnl|Prokka|IAHBEFHN_03953;gnl|Prokka|ICHPHMKM_01126;gnl|Prokka|JCIDEFIG_04121;gnl|Prokka|JDDPIIHO_00471;gnl|Prokka|KAGGKOGE_02016;gnl|Prokka|KIDIHNBK_03418;gnl|Prokka|LGNBBEFE_03094;gnl|Prokka|LKCJGGKA_03234;gnl|Prokka|MKNIKEAA_01679;gnl|Prokka|NGKABENH_00361;gnl|Prokka|NKEMDPIE_02880;gnl|Prokka|PJBPACPC_03391;gnl|Prokka|PLJPCPFJ_00169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03558,membrane protein required for colicin V production,gnl|Prokka|AKEAHCKB_01602;gnl|Prokka|APDOGEMG_04407;gnl|Prokka|BNGDJCLN_03488;gnl|Prokka|COAKLHLB_00728;gnl|Prokka|HCDLLMMA_00425;gnl|Prokka|HIPMDEKK_03557;gnl|Prokka|IAHBEFHN_01881;gnl|Prokka|ICHPHMKM_00922;gnl|Prokka|JCIDEFIG_00287;gnl|Prokka|JDDPIIHO_00602;gnl|Prokka|KAGGKOGE_01431;gnl|Prokka|KIDIHNBK_04459;gnl|Prokka|LGNBBEFE_02800;gnl|Prokka|LKCJGGKA_03034;gnl|Prokka|LKCJGGKA_03631;gnl|Prokka|MKNIKEAA_01774;gnl|Prokka|NGKABENH_00987;gnl|Prokka|NKEMDPIE_00596;gnl|Prokka|PJBPACPC_02043;gnl|Prokka|PLJPCPFJ_04390,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
K10108,maltose/maltodextrin transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_00116;gnl|Prokka|APDOGEMG_03542;gnl|Prokka|BNGDJCLN_03342;gnl|Prokka|COAKLHLB_03879;gnl|Prokka|HCDLLMMA_02446;gnl|Prokka|HIPMDEKK_00931;gnl|Prokka|IAHBEFHN_00462;gnl|Prokka|ICHPHMKM_02081;gnl|Prokka|JCIDEFIG_00710;gnl|Prokka|JDDPIIHO_00634;gnl|Prokka|KAGGKOGE_01920;gnl|Prokka|KIDIHNBK_03323;gnl|Prokka|LGNBBEFE_00916;gnl|Prokka|LKCJGGKA_03303;gnl|Prokka|MKNIKEAA_03635;gnl|Prokka|NGKABENH_00265;gnl|Prokka|NKEMDPIE_01033;gnl|Prokka|PJBPACPC_03480;gnl|Prokka|PLJPCPFJ_00246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03071,preprotein translocase subunit SecB,gnl|Prokka|AKEAHCKB_04331;gnl|Prokka|APDOGEMG_03269;gnl|Prokka|BNGDJCLN_02707;gnl|Prokka|COAKLHLB_04091;gnl|Prokka|HCDLLMMA_03424;gnl|Prokka|HIPMDEKK_03763;gnl|Prokka|IAHBEFHN_02583;gnl|Prokka|ICHPHMKM_01755;gnl|Prokka|JCIDEFIG_03474;gnl|Prokka|JDDPIIHO_00827;gnl|Prokka|KAGGKOGE_03355;gnl|Prokka|KIDIHNBK_02517;gnl|Prokka|LGNBBEFE_01733;gnl|Prokka|LKCJGGKA_01559;gnl|Prokka|NGKABENH_02614;gnl|Prokka|NKEMDPIE_00217;gnl|Prokka|PJBPACPC_03080;gnl|Prokka|PLJPCPFJ_02050,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
K07012,CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4],gnl|Prokka|BNGDJCLN_01369;gnl|Prokka|BNGDJCLN_01370;gnl|Prokka|COAKLHLB_01201;gnl|Prokka|HCDLLMMA_01034;gnl|Prokka|HIPMDEKK_02552;gnl|Prokka|IAHBEFHN_00638;gnl|Prokka|ICHPHMKM_00494;gnl|Prokka|LGNBBEFE_03765;gnl|Prokka|LKCJGGKA_02023;gnl|Prokka|NGKABENH_01527;gnl|Prokka|PLJPCPFJ_03687,2,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
K02813,sorbose PTS system EIIB component [EC:2.7.1.206],gnl|Prokka|BNGDJCLN_03304;gnl|Prokka|HCDLLMMA_02409;gnl|Prokka|IAHBEFHN_01957;gnl|Prokka|JCIDEFIG_00695;gnl|Prokka|JDDPIIHO_02300;gnl|Prokka|KAGGKOGE_01905;gnl|Prokka|KIDIHNBK_03308;gnl|Prokka|LKCJGGKA_03318;gnl|Prokka|MKNIKEAA_03619;gnl|Prokka|NGKABENH_00249;gnl|Prokka|NKEMDPIE_01048;gnl|Prokka|PJBPACPC_03495;gnl|Prokka|PLJPCPFJ_00262,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1
K07090,uncharacterized protein,gnl|Prokka|AKEAHCKB_02687;gnl|Prokka|APDOGEMG_04422;gnl|Prokka|BNGDJCLN_02516;gnl|Prokka|BNGDJCLN_03474;gnl|Prokka|COAKLHLB_00714;gnl|Prokka|HCDLLMMA_00411;gnl|Prokka|HCDLLMMA_00837;gnl|Prokka|HIPMDEKK_03571;gnl|Prokka|IAHBEFHN_01392;gnl|Prokka|ICHPHMKM_00936;gnl|Prokka|JCIDEFIG_00210;gnl|Prokka|JCIDEFIG_04492;gnl|Prokka|JDDPIIHO_00095;gnl|Prokka|KAGGKOGE_01417;gnl|Prokka|KIDIHNBK_04473;gnl|Prokka|LGNBBEFE_02814;gnl|Prokka|LKCJGGKA_03020;gnl|Prokka|MKNIKEAA_01095;gnl|Prokka|MKNIKEAA_03517;gnl|Prokka|MKNIKEAA_03720;gnl|Prokka|NGKABENH_00973;gnl|Prokka|NKEMDPIE_00610;gnl|Prokka|PJBPACPC_02057;gnl|Prokka|PLJPCPFJ_00307;gnl|Prokka|PLJPCPFJ_04376,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,2,1
K26968,Escherichia phage tail tube terminator protein,gnl|Prokka|APDOGEMG_00254;gnl|Prokka|APDOGEMG_04080;gnl|Prokka|BNGDJCLN_04313;gnl|Prokka|COAKLHLB_02006;gnl|Prokka|HCDLLMMA_02663;gnl|Prokka|HCDLLMMA_03477;gnl|Prokka|IAHBEFHN_01336;gnl|Prokka|IAHBEFHN_01932;gnl|Prokka|JCIDEFIG_04195;gnl|Prokka|KAGGKOGE_01114;gnl|Prokka|KIDIHNBK_01702;gnl|Prokka|LKCJGGKA_03453;gnl|Prokka|LKCJGGKA_03532;gnl|Prokka|MKNIKEAA_04145;gnl|Prokka|NGKABENH_00501;gnl|Prokka|NGKABENH_03498;gnl|Prokka|NKEMDPIE_00427;gnl|Prokka|PJBPACPC_00868;gnl|Prokka|PJBPACPC_01381,1,0,2,2,0,0,1,1,0,1,2,0,2,0,1,2,1,1,2
K11893,type VI secretion system protein ImpJ,gnl|Prokka|APDOGEMG_00081;gnl|Prokka|APDOGEMG_01754;gnl|Prokka|BNGDJCLN_00036;gnl|Prokka|BNGDJCLN_01429;gnl|Prokka|HCDLLMMA_03134;gnl|Prokka|IAHBEFHN_00924;gnl|Prokka|JCIDEFIG_03966;gnl|Prokka|JDDPIIHO_01684;gnl|Prokka|JDDPIIHO_02853;gnl|Prokka|KIDIHNBK_00005;gnl|Prokka|LKCJGGKA_02576;gnl|Prokka|MKNIKEAA_03494;gnl|Prokka|MKNIKEAA_04034;gnl|Prokka|NGKABENH_04348;gnl|Prokka|NGKABENH_04655;gnl|Prokka|NKEMDPIE_04111;gnl|Prokka|PJBPACPC_02768;gnl|Prokka|PJBPACPC_02976,2,0,2,2,0,2,0,2,0,0,1,0,1,0,1,1,1,1,2
K23185,ferric enterobactin transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_02797;gnl|Prokka|APDOGEMG_02790;gnl|Prokka|BNGDJCLN_02864;gnl|Prokka|COAKLHLB_01599;gnl|Prokka|HCDLLMMA_01297;gnl|Prokka|HIPMDEKK_02902;gnl|Prokka|IAHBEFHN_02842;gnl|Prokka|ICHPHMKM_03007;gnl|Prokka|JCIDEFIG_01386;gnl|Prokka|KAGGKOGE_02640;gnl|Prokka|KIDIHNBK_02920;gnl|Prokka|LGNBBEFE_03689;gnl|Prokka|LKCJGGKA_03807;gnl|Prokka|MKNIKEAA_01049;gnl|Prokka|NGKABENH_01814;gnl|Prokka|NKEMDPIE_00990;gnl|Prokka|PJBPACPC_01184;gnl|Prokka|PLJPCPFJ_00524,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
K00713,UDP-glucose:(glucosyl)LPS alpha-1;2-glucosyltransferase [EC:2.4.1.-],gnl|Prokka|BNGDJCLN_02693;gnl|Prokka|HIPMDEKK_03615;gnl|Prokka|LKCJGGKA_01233,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
K01480,agmatinase [EC:3.5.3.11],gnl|Prokka|AKEAHCKB_02905;gnl|Prokka|APDOGEMG_00764;gnl|Prokka|BNGDJCLN_00807;gnl|Prokka|COAKLHLB_00504;gnl|Prokka|HCDLLMMA_03676;gnl|Prokka|HIPMDEKK_03734;gnl|Prokka|IAHBEFHN_02878;gnl|Prokka|ICHPHMKM_00556;gnl|Prokka|JDDPIIHO_01638;gnl|Prokka|KAGGKOGE_00386;gnl|Prokka|KIDIHNBK_01531;gnl|Prokka|LGNBBEFE_03975;gnl|Prokka|LKCJGGKA_03690;gnl|Prokka|MKNIKEAA_03906;gnl|Prokka|NGKABENH_04219;gnl|Prokka|NKEMDPIE_01757;gnl|Prokka|PJBPACPC_02637;gnl|Prokka|PLJPCPFJ_04198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
K02340,DNA polymerase III subunit delta [EC:2.7.7.7],gnl|Prokka|AKEAHCKB_02017;gnl|Prokka|APDOGEMG_02838;gnl|Prokka|BNGDJCLN_02816;gnl|Prokka|COAKLHLB_02466;gnl|Prokka|HCDLLMMA_01344;gnl|Prokka|HIPMDEKK_00721;gnl|Prokka|IAHBEFHN_02774;gnl|Prokka|JCIDEFIG_01434;gnl|Prokka|JDDPIIHO_01036;gnl|Prokka|KAGGKOGE_02687;gnl|Prokka|KIDIHNBK_02967;gnl|Prokka|LGNBBEFE_03640;gnl|Prokka|LKCJGGKA_03760;gnl|Prokka|MKNIKEAA_01002;gnl|Prokka|NGKABENH_01768;gnl|Prokka|NKEMDPIE_02929;gnl|Prokka|PJBPACPC_01231;gnl|Prokka|PLJPCPFJ_00475,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
K09954,uncharacterized protein,gnl|Prokka|AKEAHCKB_03255;gnl|Prokka|APDOGEMG_01485;gnl|Prokka|BNGDJCLN_00264;gnl|Prokka|COAKLHLB_00772;gnl|Prokka|HCDLLMMA_00344;gnl|Prokka|HIPMDEKK_02510;gnl|Prokka|IAHBEFHN_01311;gnl|Prokka|ICHPHMKM_00736;gnl|Prokka|JCIDEFIG_02754;gnl|Prokka|JDDPIIHO_01020;gnl|Prokka|KAGGKOGE_01349;gnl|Prokka|KIDIHNBK_02248;gnl|Prokka|LGNBBEFE_03782;gnl|Prokka|LKCJGGKA_04052;gnl|Prokka|MKNIKEAA_01166;gnl|Prokka|NGKABENH_00714;gnl|Prokka|NKEMDPIE_03979;gnl|Prokka|PJBPACPC_02122;gnl|Prokka|PLJPCPFJ_01346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K01689,enolase [EC:4.2.1.11],gnl|Prokka|AKEAHCKB_01040;gnl|Prokka|AKEAHCKB_03788;gnl|Prokka|APDOGEMG_00967;gnl|Prokka|BNGDJCLN_01389;gnl|Prokka|COAKLHLB_04214;gnl|Prokka|HCDLLMMA_01052;gnl|Prokka|HIPMDEKK_00518;gnl|Prokka|IAHBEFHN_03251;gnl|Prokka|ICHPHMKM_03602;gnl|Prokka|JCIDEFIG_01842;gnl|Prokka|JDDPIIHO_03783;gnl|Prokka|KAGGKOGE_00250;gnl|Prokka|KIDIHNBK_00041;gnl|Prokka|LGNBBEFE_02481;gnl|Prokka|LKCJGGKA_04117;gnl|Prokka|MKNIKEAA_04072;gnl|Prokka|NGKABENH_04386;gnl|Prokka|NKEMDPIE_04075;gnl|Prokka|PJBPACPC_02807;gnl|Prokka|PLJPCPFJ_04016,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K08304,membrane-bound lytic murein transglycosylase A [EC:4.2.2.-],gnl|Prokka|AKEAHCKB_01002;gnl|Prokka|APDOGEMG_01758;gnl|Prokka|BNGDJCLN_01423;gnl|Prokka|COAKLHLB_04180;gnl|Prokka|HCDLLMMA_01086;gnl|Prokka|HIPMDEKK_02975;gnl|Prokka|IAHBEFHN_00918;gnl|Prokka|IAHBEFHN_00919;gnl|Prokka|ICHPHMKM_03568;gnl|Prokka|JCIDEFIG_01876;gnl|Prokka|JDDPIIHO_03466;gnl|Prokka|KAGGKOGE_00284;gnl|Prokka|KIDIHNBK_00009;gnl|Prokka|LGNBBEFE_00664;gnl|Prokka|LKCJGGKA_04149;gnl|Prokka|MKNIKEAA_04040;gnl|Prokka|NGKABENH_04352;gnl|Prokka|NKEMDPIE_04107;gnl|Prokka|PJBPACPC_02773;gnl|Prokka|PLJPCPFJ_04050,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
K03840,flavodoxin II,gnl|Prokka|AKEAHCKB_02944;gnl|Prokka|APDOGEMG_01661;gnl|Prokka|BNGDJCLN_00761;gnl|Prokka|COAKLHLB_00465;gnl|Prokka|HCDLLMMA_01860;gnl|Prokka|HIPMDEKK_03352;gnl|Prokka|IAHBEFHN_00215;gnl|Prokka|ICHPHMKM_00118;gnl|Prokka|JDDPIIHO_02454;gnl|Prokka|KAGGKOGE_00349;gnl|Prokka|KIDIHNBK_01575;gnl|Prokka|LGNBBEFE_03934;gnl|Prokka|LKCJGGKA_04247;gnl|Prokka|MKNIKEAA_03948;gnl|Prokka|NGKABENH_04261;gnl|Prokka|NKEMDPIE_01799;gnl|Prokka|PJBPACPC_02680;gnl|Prokka|PLJPCPFJ_04150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
K02759,cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205],gnl|Prokka|AKEAHCKB_02695;gnl|Prokka|APDOGEMG_01056;gnl|Prokka|APDOGEMG_03757;gnl|Prokka|BNGDJCLN_04113;gnl|Prokka|BNGDJCLN_04343;gnl|Prokka|COAKLHLB_03381;gnl|Prokka|HCDLLMMA_03885;gnl|Prokka|HIPMDEKK_03453;gnl|Prokka|IAHBEFHN_01079;gnl|Prokka|ICHPHMKM_00016;gnl|Prokka|ICHPHMKM_00775;gnl|Prokka|JCIDEFIG_01093;gnl|Prokka|JCIDEFIG_02501;gnl|Prokka|JDDPIIHO_01739;gnl|Prokka|JDDPIIHO_03240;gnl|Prokka|KAGGKOGE_03796;gnl|Prokka|KIDIHNBK_00919;gnl|Prokka|LGNBBEFE_04025;gnl|Prokka|LKCJGGKA_01114;gnl|Prokka|MKNIKEAA_02359;gnl|Prokka|MKNIKEAA_02529;gnl|Prokka|NGKABENH_02897;gnl|Prokka|NGKABENH_03066;gnl|Prokka|NKEMDPIE_01432;gnl|Prokka|NKEMDPIE_04176;gnl|Prokka|PJBPACPC_00675;gnl|Prokka|PJBPACPC_04413;gnl|Prokka|PLJPCPFJ_02357,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2
